listing_id;built_area;used_area
296566;0;960
296566;0;960
296566;0;960
297553;960;NULL
297553;960;NULL
300052;960;960
300052;960;960
300052;960;960
300405;960;NULL
300405;960;NULL
300405;960;NULL
301838;1185;912
301838;1185;912
301838;1185;912
301838;1185;912
301838;1185;912
302169;1185;912
302169;1185;912
302169;1185;912
302169;1185;912
318047;960;0
318047;960;0
328341;600;0
328341;600;0
328341;600;0
328341;600;0
330806;0;960
330806;0;960
330806;0;960
342743;960;960
355855;0;960
379621;980;0
384811;960;0
405709;0;960
284908;500;NULL
284908;500;NULL
284908;500;NULL
380148;400;0
285050;550;NULL
285050;550;NULL
285050;550;NULL
286072;700;0
285145;320;NULL
287667;484;NULL
317888;800;484
343135;950;950
285248;180;NULL
289487;0;195
299790;199;NULL
301443;374;NULL
301443;374;NULL
358563;0;190
380094;200;0
289847;450;NULL
289847;450;NULL
296743;0;750
303072;650;0
340170;750;750
355858;0;750
284850;900;NULL
388219;0;850
294188;853;0
285022;400;NULL
285026;684;NULL
285059;585;NULL
285094;375;NULL
380085;415;0
284998;320;NULL
285357;279;NULL
285195;458;NULL
327756;395;0
290386;1000;0
316708;1000;700
281833;422;NULL
281833;422;NULL
345505;450;0
345505;450;0
356686;0;684
356686;0;684
356686;0;684
358173;0;380
358173;0;380
358225;380;380
358225;380;380
407785;523;423
407785;523;423
333040;600;500
290449;700;NULL
285308;300;NULL
285308;300;NULL
308532;300;300
344102;310;310
361269;50;0
384625;300;0
296650;0;500
290243;3000;0
290293;425;0
283703;315;0
300407;315;NULL
301287;350;350
343221;150;150
299642;410;NULL
320082;410;NULL
287957;3000;NULL
292425;3800;1200
292425;3800;1200
292425;3800;1200
379613;0;1800
388463;0;0
284992;830;NULL
294160;830;NULL
296607;0;830
383460;0;1320
289650;600;0
289650;600;0
289666;279;279
289666;279;279
294424;250;NULL
289676;857;0
328124;900;0
289759;410;370
289759;410;370
382943;0;400
289761;216;163
289870;605;470
289870;605;470
326221;605;NULL
342918;500;500
378875;605;0
290555;584;413
301348;413;NULL
301354;413;413
301485;584;0
301642;413;NULL
303056;413;0
304532;584;NULL
306372;584;NULL
312176;584;NULL
317863;584;0
317930;584;584
289686;550;400
297001;552;552
286142;441;0
289665;271;271
289665;271;271
292716;430;250
292716;430;250
297792;0;NULL
297792;0;NULL
297792;0;NULL
297792;0;NULL
320229;0;0
320229;0;0
320229;0;0
320229;0;0
348995;0;250
348995;0;250
287651;300;NULL
375667;245;0
376132;0;245
389500;0;0
288082;1081;NULL
355849;0;3430
355849;0;3430
361086;0;1081
361086;0;1081
361086;0;1081
361086;0;1081
280047;600;600
288380;0;452
328540;0;650
289752;495;425
389778;0;425
292534;500;500
308858;0;520
486644;0;0
738897;0;500
279415;1100;700
298168;779;NULL
300406;1100;NULL
292628;574;0
378370;0;680
286083;299;0
292782;527;265
292867;570;488
292867;570;488
348303;0;488
348303;0;488
361259;570;0
290236;410;0
297181;250;250
298178;745;NULL
302025;830;745
318195;745;0
279367;750;620
279642;536;536
293016;531;0
297503;531;NULL
318356;531;NULL
332846;531;0
293134;263;263
293134;263;263
299147;325;NULL
320050;325;NULL
348786;0;263
293150;400;300
348451;0;300
342854;1000;1000
293228;800;800
348096;0;800
293278;400;0
294713;400;NULL
297613;400;NULL
318708;400;0
294557;680;NULL
293622;888;695
342727;888;888
342727;888;888
390477;222;0
311297;0;NULL
285800;360;NULL
292748;350;240
327199;315;315
380259;360;0
292796;350;279
293075;464;0
293075;464;0
300547;462;462
300547;462;462
298899;410;NULL
302909;400;300
320033;410;0
299482;350;NULL
318507;350;0
341974;853;853
782496;0;853
1057065;853;0
293315;357;295
287897;590;NULL
295517;270;NULL
293616;613;487
301051;500;0
379740;420;0
379740;420;0
379740;420;0
290366;485;0
293899;350;290
302774;485;0
305218;0;NULL
307001;350;0
348487;0;290
380204;485;0
343146;311;311
293978;1115;0
379874;518;0
294171;0;0
380872;0;3056
387430;3056;2790
294195;500;NULL
380217;470;0
294237;875;NULL
288971;0;350
294241;738;NULL
301407;738;294
348667;0;294
378076;400;0
388384;549;0
294292;400;NULL
311438;317;NULL
323463;320;0
293297;553;0
293297;553;0
294321;553;NULL
294321;553;NULL
297890;553;NULL
297890;553;NULL
318650;553;0
318650;553;0
343120;930;930
343120;930;930
351499;0;0
351499;0;0
405187;0;550
380336;800;0
306494;750;550
308287;0;550
348342;0;550
294370;625;NULL
912206;0;450
294503;397;NULL
366353;0;273
288460;800;800
294711;800;0
294711;800;0
288528;500;0
294731;580;NULL
339268;0;430
749001;430;0
294896;165;NULL
292361;390;290
348764;0;290
287610;487;NULL
295352;487;NULL
331425;478;437
348970;0;437
385201;440;0
412032;440;0
287757;400;NULL
294161;390;NULL
358524;0;430
301941;480;380
294228;400;NULL
383748;0;278
384664;337;0
398540;400;0
409900;480;0
294287;700;NULL
351693;710;0
297107;0;380
297107;0;380
341898;0;0
341898;0;0
375646;380;0
389456;384;0
389456;384;0
782588;0;0
297024;0;400
294369;381;NULL
405174;0;0
405195;0;0
294392;370;NULL
294392;370;NULL
329285;0;385
360739;363;363
294399;376;NULL
294399;376;NULL
285006;465;NULL
294426;450;0
297624;470;NULL
305000;470;NULL
305000;470;NULL
318601;470;0
323561;470;0
343031;470;470
294452;342;NULL
359044;0;460
323611;673;0
323611;673;0
294588;290;0
294588;290;0
314904;0;NULL
359653;326;0
368057;0;326
307932;0;250
294749;403;NULL
279895;369;369
295003;280;NULL
295183;397;NULL
295265;390;NULL
295280;280;NULL
287512;600;NULL
295373;600;NULL
295373;600;NULL
302934;600;500
290495;360;0
296077;247;NULL
300699;247;0
316218;298;298
302241;387;367
316468;250;NULL
317881;213;213
296372;106;NULL
284981;350;NULL
290397;350;0
300709;350;350
317616;560;360
352028;550;466
296586;0;2600
375127;0;136
293091;475;350
293091;475;350
348294;0;350
296703;900;900
279740;450;450
296995;0;370
301831;451;451
334843;370;0
370121;370;0
297014;0;410
300353;0;650
307031;400;0
279636;600;600
279636;600;600
296799;0;630
358245;0;548
358777;0;590
507317;590;0
782772;0;590
288085;715;NULL
302349;715;702
302640;715;702
290593;730;NULL
290593;730;NULL
299894;750;0
299894;750;0
299948;0;755
299948;0;755
300219;1138;738
300219;1138;738
348155;0;738
374644;0;950
382750;750;0
390121;0;750
282161;450;0
287831;450;NULL
301671;450;380
316663;460;0
380234;450;0
330267;303;280
296906;0;400
317870;400;0
326282;523;337
326282;523;337
363920;410;0
363920;410;0
723237;0;337
1023614;337;0
293864;450;0
306984;401;0
328402;558;0
294020;489;0
301538;440;398
348259;0;0
378414;0;500
383495;0;490
296542;550;0
297467;458;NULL
297467;458;NULL
297467;458;NULL
297467;458;NULL
318780;458;0
318780;458;0
318780;458;0
318780;458;0
336330;458;458
341895;482;482
372455;0;458
292730;1000;1000
292730;1000;1000
336253;1000;0
336253;1000;0
336253;1000;0
297900;300;NULL
318204;300;0
341980;300;300
298023;680;NULL
320184;680;0
293789;150;150
298566;1200;NULL
279568;1100;0
290227;1000;0
290227;1000;0
287689;255;NULL
293462;3800;0
348079;0;0
297470;0;NULL
297470;0;NULL
318469;373;0
318469;373;0
373421;373;0
299035;450;NULL
318446;450;0
299039;350;NULL
299498;460;NULL
318542;350;NULL
318544;460;0
293405;400;280
293405;400;280
293405;400;280
293405;400;280
293405;400;280
348586;0;280
348586;0;280
348586;0;280
348586;0;280
298025;570;NULL
318335;570;0
298793;250;NULL
298793;250;NULL
354753;350;0
298336;370;NULL
318735;370;NULL
279689;1000;1000
293296;350;220
297864;350;NULL
318459;350;0
299146;800;NULL
299146;800;NULL
299146;800;NULL
318054;850;0
318054;850;0
318054;850;0
330870;0;800
298137;0;NULL
320281;0;0
383003;0;0
297891;150;NULL
297891;150;NULL
320219;150;0
320219;150;0
358285;0;330
358285;0;330
379001;200;0
382964;0;285
356703;0;344
285192;530;NULL
294081;522;522
302212;650;500
299214;409;NULL
298729;490;NULL
343019;490;490
375360;490;380
376607;0;380
285079;600;NULL
289119;0;600
290610;428;428
302190;600;0
300002;0;0
379466;280;0
300239;501.45;391
360247;0;501
300107;1000;800
300473;931;792
301273;834;NULL
318160;834;0
300555;755;0
300555;755;0
300424;324;0
300458;316;250
300616;324;225
301694;290;260
348539;0;250
359964;0;255
300760;819;819
300867;1193;963
374092;1200;0
387035;951;0
301278;231;231
379970;258;0
380239;240;0
390598;0;240
301279;208;208
379958;204;0
380247;204;0
390602;0;204
301312;516.7;385
327005;516;NULL
361058;0;516
293113;711;621
301050;630;0
301313;720;630
306373;630;0
306373;630;0
315841;625;0
327671;630;NULL
348122;0;600
363091;0;710
300273;363;363
300279;0;328
332230;420;0
336904;363;363
345993;420;365
300844;787;546
300899;546;0
300942;787;0
301173;546;NULL
316564;546;0
317852;546;NULL
317852;546;NULL
317852;546;NULL
326297;546;546
300354;0;450
300507;450;450
300568;0;357
300630;450;NULL
300797;450;0
300856;505;450
300898;450;0
300963;300;NULL
301664;450;300
303092;450;NULL
307936;0;450
318265;450;0
327759;450;0
339305;0;450
342932;492;492
348219;0;450
300195;0;330
300357;320;280
300975;330;NULL
301005;330;NULL
301616;280;NULL
304518;330;0
323598;330;0
327385;318;280
348285;0;280
389873;0;330
389873;0;330
300881;260;260
299859;408;295
301403;1200;1200
301403;1200;1200
300894;1300;1300
300894;1300;1300
300894;1300;1300
300894;1300;1300
301048;1230;0
305290;1442;1125
305290;1442;1125
329663;811;0
389751;0;1200
332699;801;801
299892;696;605
301260;450;450
302009;550;450
323483;450;0
288145;570;0
300761;380;380
326823;600;430
300269;372;317
300782;470;470
300782;470;470
355891;0;460
355891;0;460
653222;0;470
653308;0;470
299981;447;0
300100;497;0
317462;0;465
341941;340;340
372971;350;350
300395;267;0
300395;267;0
330147;310;0
330147;310;0
351526;0;0
351526;0;0
378516;0;248
378516;0;248
297640;900;NULL
318396;900;0
288186;300;0
292544;320;320
292638;750;250
300019;750;NULL
300721;282;282
318748;750;NULL
348733;0;330
363943;750;0
293295;285;285
293295;285;285
300229;0;400
326286;0;260
326286;0;260
340223;240;240
340223;240;240
300289;0;800
293432;1800;1700
300209;1862;0
301764;1862;0
348256;0;1700
374514;1770;0
389499;240;0
389499;240;0
360280;413;0
375676;1025;0
389461;0;0
293801;400;0
311367;490;NULL
318598;490;0
340189;305;305
280088;504;504
280088;504;504
286125;675;0
286125;675;0
293819;642;0
293819;642;0
294389;550;NULL
279921;396;0
285122;450;NULL
287687;450;NULL
289320;450;0
290385;450;0
294908;450;NULL
354768;0;0
354793;450;0
358540;0;376.7
378610;0;450
379486;375;0
379945;450;0
383525;0;450
292342;1100;640
300794;620;500
300794;620;500
300794;620;500
316927;452;NULL
330553;620;0
330566;620;0
348355;0;500
348355;0;500
373050;620;0
292349;500;426
348810;0;426
292609;900;900
388355;0;0
388355;0;0
292622;0;0
378579;0;1051
378579;0;1051
378579;0;1051
279499;480;424
288963;0;580
288963;0;580
292932;300;237
333104;668;0
363155;0;458
363155;0;458
300205;376;333
332191;360;0
299660;600;NULL
299660;600;NULL
318486;600;NULL
318486;600;NULL
294102;1400;NULL
301277;231;231
379994;280;0
380140;245;0
390600;0;245
301521;9852;3000
301564;1081;0
316592;730;0
301419;307;NULL
301520;438;438
301610;438;NULL
301535;310;310
323446;240;0
301429;537;NULL
294139;240;NULL
301579;239;NULL
294449;460;NULL
323529;480;0
356708;0;350
331322;240;0
331326;240;0
300008;306;NULL
300008;306;NULL
300008;306;NULL
363196;0;400
363196;0;400
285894;2500;0
288162;0;2000
293990;1700;0
293990;1700;0
296747;0;2000
296747;0;2000
297675;2000;NULL
315792;1400;1400
318190;2000;0
330381;2000;0
348159;0;0
357475;2500;0
378460;0;2000
379688;2000;0
285061;370;NULL
296862;0;350
288846;768;520
389245;675;0
304546;450;0
323547;400;0
304543;450;0
355241;450;0
355241;450;0
372166;800;0
372166;800;0
372166;800;0
299924;0;330
281586;438;438
287902;500;NULL
293141;440;380
293141;440;380
296674;0;428
301855;485;269
308574;265;265
348247;0;380
348247;0;380
353273;0;436
302317;987;0
302317;987;0
293873;1148;0
302826;1200;0
302826;1200;0
348476;0;0
360213;0;800
382453;1140;0
383272;1500;0
279572;507.34;0
287884;440;NULL
292501;288;288
386668;440;0
300307;379;NULL
309058;500;380
318502;379;NULL
289557;0;400
288285;0;230
317701;245;0
358571;0;230
380011;230;0
352564;0;395
293999;600;0
293999;600;0
293999;600;0
300338;450;NULL
300502;0;250
318500;450;0
373504;340;0
299847;600;NULL
288852;0;330
380141;310;0
288598;0;219
528970;0;0
299615;460;NULL
318385;460;NULL
358284;0;338
406432;0;280
288384;0;450
279315;800;NULL
299406;673;NULL
318081;673;0
288916;0;500
301058;500;0
301058;500;0
358543;0;500
379474;400;0
381171;0;527
383463;0;500
388409;507;0
998920;0;500
299689;480;NULL
318718;480;0
358556;0;450
298930;293;NULL
318753;293;0
293252;380;380
327789;700;700
333698;0;700
414383;0;728
299750;300;NULL
299750;300;NULL
299750;300;NULL
320047;300;NULL
320047;300;NULL
320047;300;NULL
347442;180;0
347446;180;0
288744;0;392
279654;400;400
279654;400;400
298473;560;NULL
314872;600;0
314872;600;0
318083;560;0
318083;560;0
358233;0;600
377768;0;550
293435;4063;1656
296810;0;4063
348097;0;1656
280020;800;800
282643;800;0
294127;800;NULL
296708;0;800
302340;777;326
317812;800;0
374749;0;800
297042;0;323
297051;400;400
301286;0;556
362005;556;0
362005;556;0
383521;0;800
407807;556;0
524811;0;0
926987;556;0
297049;0;810
311346;654;NULL
290447;1126;0
296797;0;930
301807;430;400
301807;430;400
296565;0;850
301180;0;470
301344;470;NULL
305009;274;0
318175;470;0
327966;0;470
373606;0;470
373606;0;470
296888;0;570
297408;NULL;0
296920;0;600
316555;340;0
317049;340;0
300900;368;0
301053;368;0
303003;431;368
533704;700;620
533735;700;620
323583;480;0
304481;0;NULL
343234;313;313
279550;855;616
296825;0;750
299581;750;NULL
301314;750;NULL
318219;750;0
287788;350;NULL
301375;450;NULL
337116;250;250
363170;0;338
300992;349;NULL
285838;950;0
279516;537;537
288700;0;557
290316;537;0
290316;537;0
300640;985;537
316797;610;0
317367;517;470
335056;537;0
336364;985;985
341968;610;610
358490;0;537
374516;530;0
383619;0;610
384743;985;0
539635;537;0
638190;0;537
782155;0;610
363121;0;591
293291;634;414
300596;513;0
301049;400;0
301060;1000;0
375124;0;400
290370;340;0
294983;380;NULL
301907;700;590
301907;700;590
351991;590;0
351991;590;0
351991;590;0
281605;3000;3000
358774;0;3933
385217;3000;0
827418;3000;0
302582;0;0
302582;0;0
302611;490;370
302611;490;370
333021;500;0
302401;1335;1035
363917;0;1350
363917;0;1350
363917;0;1350
302874;1000;0
301644;417;312
301750;565;515
301750;565;515
336278;565;0
301789;508;334
332703;400;400
303065;380;380
308059;0;400
302338;352;262
308482;0;480
308705;441;441
330792;0;450
343235;500;500
343235;500;500
311396;480;480
882564;0;585
316361;950;850
316960;1200;750
316960;1200;750
317587;844;NULL
318036;844;NULL
339412;0;0
357526;300;0
378307;0;368
317051;419;419
317329;323;283
317427;250;NULL
317382;800;600
317782;459;280
323543;486;0
326818;387;NULL
326418;515;250
326696;550;515
327375;504;504
327375;504;504
296772;0;533
301715;700;550
316197;650;600
327446;400;277
380022;270;0
302259;900;750
302259;900;750
356714;0;0
391622;666;666
283524;287;0
295101;340;NULL
300230;0;330
302391;0;300
302391;0;300
316876;340;0
374822;0;435
384576;340;0
332328;400;0
302792;291;260
280299;330;330
323437;335;0
316005;360;270
316236;545;445
336607;320;320
336607;320;320
303089;0;467
316837;300;0
330867;0;374
317082;390;350
326370;392;0
358205;586;411
335748;260;0
355290;195;0
289512;0;339
293231;1154;0
293231;1154;0
294280;1076;NULL
294280;1076;NULL
294280;1076;NULL
294280;1076;NULL
294280;1076;NULL
298586;1154;NULL
318521;1154;0
348566;0;0
304273;0;NULL
304385;440;NULL
304385;440;NULL
304385;440;NULL
304684;275;NULL
304750;372;NULL
305264;550;NULL
311279;400;NULL
311279;400;NULL
311279;400;NULL
311279;400;NULL
337069;350;350
337130;340;340
328565;250;0
328565;250;0
333268;220;220
311321;0;NULL
297596;615;NULL
318355;615;0
326298;563;563
326504;563;NULL
326504;563;NULL
328195;615;0
330092;0;0
332170;615;0
332841;615;615
336634;618;618
342976;615;615
345863;615;0
368488;0;615
384720;615;0
384720;615;0
316880;300;NULL
317497;0;NULL
317497;0;NULL
326505;3000;NULL
326505;3000;NULL
304625;300;0
304705;530;0
304783;400;0
373755;422;0
327158;200;0
327158;200;0
323328;330;0
332356;0;0
323438;616;0
323438;616;0
323438;616;0
360824;356;0
302809;500;0
397836;423;0
340191;700;700
279668;600;600
296691;0;550
302939;560;0
316506;518;0
359673;0;0
326882;2000;0
323386;700;0
341939;600;600
316994;658;600
316994;658;600
323506;350;0
323506;350;0
711857;560;0
711857;560;0
323514;295;0
323514;295;0
323514;295;0
323600;750;0
323600;750;0
361410;674;360
361410;674;360
327324;370;0
327324;370;0
323626;2000;0
315798;450;NULL
318268;450;0
318661;0;0
318661;0;0
327717;1176;1300
348417;0;0
348417;0;0
391548;597;0
391548;597;0
328395;140;100
328395;140;100
328395;140;100
336309;100;100
336309;100;100
336309;100;100
336309;100;100
355634;239;140
355634;239;140
355634;239;140
355787;0;140
355787;0;140
355787;0;140
362003;171;93
736628;93;80
736628;93;80
327754;380;360
327754;380;360
330141;360;0
336347;362;362
336347;362;362
383811;0;365
329564;551;346
329564;551;346
329564;551;346
334819;600;450
334979;320;0
334979;320;0
348329;0;450
352779;0;530
352779;0;530
358508;0;317
358508;0;317
383578;0;450
398565;0;551
329622;691;342
306297;375;0
290603;300;NULL
283580;750;0
283616;244;0
328606;315;0
374459;315;0
375640;315;0
384599;324;0
347858;494;494
348204;0;0
287382;800;NULL
389696;0;0
391575;794;0
391575;794;0
409237;0;800
287688;570;NULL
323544;570;0
342963;500;500
384760;1100;0
317011;430;NULL
317011;430;NULL
317011;430;NULL
317040;0;440
317040;0;440
317040;0;440
317040;0;440
344238;449;0
398087;460;0
288987;0;466
317116;0;424
340234;425;425
376202;346;0
327755;462;400
316812;350;350
354532;0;350
735711;464;251
327285;570;465
328321;500;0
348556;0;465
376219;520;0
327785;603;450
327785;603;450
344669;420;0
344669;420;0
348415;0;450
348415;0;450
361693;421;396
361693;421;396
370165;0;450
374731;0;531
374983;420;0
374983;420;0
383568;0;420
383568;0;420
743402;421;0
329345;1250;0
330557;0;0
330186;700;0
330186;700;0
330186;700;0
301876;1465;1465
366782;1200;0
294737;311;NULL
294737;311;NULL
294737;311;NULL
301761;350;275
301761;350;275
301761;350;275
323610;311;0
323610;311;0
302046;160;0
302046;160;0
415325;280;0
415325;280;0
302318;641;0
302336;1500;0
302352;464;245
302427;544;0
330470;500;0
302671;350;0
327772;360;320
356574;450;450
327932;381;253
407846;0;318
329839;500;400
331032;0;650
497263;0;650
497263;0;650
280078;402;402
299358;769;NULL
318597;769;0
384252;0;505
294963;280;NULL
301963;181;181
326296;175;NULL
326296;175;NULL
373171;165;0
326431;220;NULL
327006;332;NULL
331319;2000;0
301378;0;244
330324;399;307
330324;399;307
344667;399;399
347866;334;0
348524;0;307
359030;0;399
327561;650;NULL
327561;650;NULL
327561;650;NULL
299624;0;NULL
343007;0;0
352574;0;264
380033;264;0
397646;0;240
330577;323;0
327389;0;797
313820;800;NULL
329475;715;0
376201;0;800
782474;0;800
317586;157;NULL
328399;401;0
328407;401;0
328400;320;0
328406;320;0
373968;337;0
374986;377;377
388165;0;337
388195;377;0
405807;0;337
415253;0;337
331249;249;0
330764;360;0
327763;609;609
327765;694;694
329279;0;700
279891;391.42;197
329513;0;392
344098;390;390
368654;380;280
316615;1200;0
331306;4000;2000
323508;300;0
323508;300;0
323508;300;0
331238;0;900
331317;909;0
334829;910;0
336283;763;0
336562;910;910
339415;909;0
340253;910;910
344442;910;763
348035;910;763
351714;910;0
351853;0;763
356304;760;0
356362;909;0
361357;0;909
370124;909;0
384797;910;0
405970;0;763
507325;0;910
311287;0;NULL
331383;176;150
331391;0;318
341353;318;0
375671;318;0
331405;0;0
331405;0;0
331415;424;0
323417;82;0
323417;82;0
323439;221;0
323525;306;0
326682;750;0
326682;750;0
330160;600;0
323169;500;0
294537;462;NULL
363169;0;462
323310;400;0
323310;400;0
323425;550;0
323425;550;0
323425;550;0
380037;570;550
323468;240;0
323469;270;0
336878;230;230
323489;182;0
336067;183;0
492921;187;136
323509;500;0
323521;500;0
323560;500;0
323560;500;0
323562;800;0
323568;715;0
323576;509;0
323586;350;0
323590;150;0
323594;0;0
323594;0;0
323622;1800;0
323622;1800;0
323622;1800;0
378653;0;1800
398514;1763;0
398514;1763;0
908540;0;1764
390270;3225;0
330098;300;0
333787;400;0
333787;400;0
333787;400;0
333896;400;0
333896;400;0
333896;400;0
332785;400;300
332825;400;0
332858;400;0
332886;400;0
289578;650;0
339757;0;654
339757;0;654
317425;501;NULL
332902;501;0
334766;501;0
336629;501;501
339416;501;0
333007;330;0
333088;325;325
334889;500;500
350843;0;500
332544;500;500
335057;450;0
335057;450;0
331014;0;398
331014;0;398
335092;352;276
335092;352;276
363152;0;320
363152;0;320
335081;480;0
335081;480;0
343783;617;483
331973;470;0
332019;365;365
332027;55000;0
346042;487;423
279615;1900;1653
294257;1800;NULL
300741;2040;1327
302156;1271;1120
302156;1271;1120
302156;1271;1120
323595;1800;0
332308;1200;0
323447;400;0
323447;400;0
332401;0;0
346244;325;282
346244;325;282
488118;0;0
307048;250;0
336305;152;152
336305;152;152
336305;152;152
336636;350;350
373719;500;0
335796;0;0
335796;0;0
339348;0;0
339356;0;500
336276;112;0
336279;292;0
336279;292;0
339417;332;0
339417;332;0
280621;416;416
301575;0;NULL
318442;0;0
279644;700;500
282918;700;0
288899;0;500
339854;500;0
339736;193;193
343093;218;218
378426;0;218
343001;614;614
343001;614;614
388290;0;350
340379;500;350
340379;500;350
348715;0;350
358280;0;350
330755;2500;2500
340610;2500;0
389248;2500;0
339971;160;160
340075;220;220
359058;0;218
374050;380;280
360560;659;0
360560;659;0
1231129;659;0
292813;745;400
292813;745;400
292813;745;400
292813;745;400
297652;0;NULL
348910;0;400
348910;0;400
340637;350;0
384675;365;0
297566;340;NULL
318427;340;0
336843;340;340
341885;344;344
341885;344;344
782130;0;344
341916;250;250
344445;501;350
344445;501;350
479002;350;0
866415;350;0
987710;397;0
330580;598;598
330580;598;598
344472;465;0
344531;465;0
296699;0;600
297991;1050;NULL
318477;1050;0
342778;920;920
342926;455;455
343053;480;480
343117;0;0
343117;0;0
343208;348;348
344103;411;411
526937;0;0
526937;0;0
345639;357;357
346103;409;0
346163;409;0
346257;408;0
346257;408;0
346257;408;0
347202;408;0
347739;400;0
348424;0;0
348424;0;0
348424;0;0
352784;0;400
384695;409;0
345666;0;490
359039;0;439
280097;382;314
370208;0;250
346082;356;0
372454;0;500
346283;470;408
346283;470;408
346283;470;408
364948;470;408
364948;470;408
364948;470;408
347302;267;0
347249;700;0
302885;300;0
304617;200;0
356775;0;350
356775;0;350
405114;359;0
330074;789;789
347411;483;458
351431;486;486
351435;400;0
927084;305;0
345634;481;0
340120;280;280
351842;415;365
299710;345;NULL
320257;345;0
351968;281;0
351968;281;0
384197;345;0
387566;425;374
352029;274;196
359451;0;240
380138;450;0
296835;0;1154
352726;0;557
352726;0;557
352960;0;310
352960;0;310
354726;444;356
360839;325;0
360848;325;0
354734;500;0
355296;420;0
355296;420;0
361400;0;0
361400;0;0
361400;0;0
361400;0;0
388016;347;347
388016;347;347
317097;344;0
326169;425;374
355535;346;309
355535;346;309
355831;552;0
356767;510;0
386897;280;0
783279;320;0
355869;0;800
356549;223;0
358157;400;0
1200113;0;400
358961;400;0
358961;400;0
302054;692;435
364900;394;342
638211;225;0
358477;0;450
358477;0;450
359629;415;374
357515;500;0
378608;0;280
380105;560;0
358265;0;255
358785;0;577
360738;354;354
360862;356;0
361189;0;350
373769;357;0
388910;326;0
389956;0;354
715374;376;0
716393;356;0
731809;356;0
762112;450;0
360876;841;841
384950;0;630
405799;0;500
409840;0;630
420874;630;0
360864;400;0
317381;725;725
330910;0;400
336352;400;400
347154;0;450
359362;450;0
359374;450;0
358247;0;338
802665;0;289
293185;0;0
353308;0;360
377680;0;0
361345;0;560
361412;260;175
361412;260;175
361389;750;0
361389;750;0
368094;701;701
383639;0;610
529656;710;0
361372;375;0
361385;375;0
361406;300;0
361406;300;0
361557;756;552
415316;756;0
415343;756;0
359566;460;0
359566;460;0
362179;433;433
362179;433;433
373173;454;0
373173;454;0
373178;454;0
495103;454;0
361296;0;435
362015;456;456
358532;0;116
358501;0;400
358550;0;160
358558;0;175
358569;0;750
380851;0;750
363188;0;420
363112;0;1100
363122;0;0
363161;0;436
363163;0;590
363174;0;430
363187;0;325
363210;0;387
363210;0;387
363118;0;393
363153;0;274
363153;0;274
363168;0;380
366239;0;199
366200;0;250
366640;0;400
366990;471;0
366998;471;0
367002;0;0
331555;1400;1400
331555;1400;1400
339340;0;250
361621;1500;0
364785;0;200
365820;274;200
368651;447;447
370205;445;0
385768;0;444
1139247;0;444
1170534;445;0
363929;450;0
378088;346;0
379478;450;0
379478;450;0
398459;450;0
364221;3000;0
373049;180;0
279313;850;850
281877;800;0
283631;850;0
283631;850;0
300246;800;0
300246;800;0
301975;800;0
301975;800;0
302056;800;0
302056;800;0
304470;0;NULL
316559;800;0
323630;1159;0
323630;1159;0
323631;1159;0
323631;1159;0
330887;0;800
361913;0;800
405150;350;0
604756;0;350
361712;0;580
383686;0;541
386725;451;0
386725;451;0
386805;451;0
386805;451;0
389152;267;0
355728;595;0
368516;377;0
368516;377;0
368516;377;0
745017;375;0
300159;0;800
300159;0;800
390675;0;185
361087;0;276
373347;324.2;324
373795;400;0
372262;707;0
372219;0;510
372912;508;0
372898;0;0
382778;0;300
372894;416;0
374747;0;377
384953;418;401
507255;418;0
373132;315;0
373141;378;0
373773;0;400
373815;540;400
383431;0;450
388461;465;0
407063;620;466
372908;360;0
378376;0;380
380428;360;0
411521;0;165
374671;0;1514
374457;149;0
290289;530;0
290289;530;0
294317;530;NULL
294317;530;NULL
299612;530;NULL
299612;530;NULL
302842;530;0
304550;530;0
304550;530;0
314859;530;412
314859;530;412
314859;530;412
320060;530;0
320060;530;0
320060;530;0
355732;451;0
355815;530;0
356865;530;0
356865;530;0
358283;0;530
359499;0;371
359499;0;371
359655;530;371
369171;500;0
370209;0;530
382970;0;0
398056;0;530
1074170;530;0
1074170;530;0
1185265;530;0
374800;0;275
374465;600;0
374491;199;0
373757;350;290
396841;0;357
409087;357;0
490092;350;290
741571;0;290
788445;350;0
996907;357;0
374044;510;510
374984;450;0
375118;0;400
387659;450;396
373720;500;0
373721;744;0
373721;744;0
386027;0;446
386727;744;0
386804;744;0
380225;400;0
384604;400;0
398426;0;0
398441;382;0
526140;400;0
1231048;0;400
280049;268;268
282811;250;0
378044;0;230
378072;0;283
378074;0;210
304987;0;NULL
378473;0;446
378473;0;446
332631;600;500
379860;615;600
379860;615;600
299163;250;NULL
356758;411;0
529988;0;441
377628;0;0
380095;395;0
326490;1172;NULL
382718;290;290
391543;0;0
391549;300;0
530571;0;290
530571;0;290
378759;148;0
378759;148;0
380641;0;500
380250;325;0
381224;0;0
382236;230;0
382236;230;0
379934;810;0
379859;518;0
379881;400;0
380510;240;0
379952;0;315
397603;0;330
1243494;359;0
379278;0;200
379498;210;0
379498;210;0
379569;280;0
383480;0;450
741557;450;0
741557;450;0
383531;0;500
397637;0;360
385168;255;0
380031;320;0
380165;275;0
380269;479;0
383722;0;474
384748;1611;0
384748;1611;0
341984;550;550
354510;0;550
354510;0;550
354510;0;550
355753;0;600
358087;590;490
358087;590;490
358087;590;490
358904;0;550
358908;380;0
360553;550;0
363711;490;0
